,AGE,JOB,MARITAL,EDUCATION,DEFAULT,HOUSING,LOAN,CONTACT,MONTH,DAY_OF_WEEK,DURATION,CAMPAIGN,PDAYS,PREVIOUS,POUTCOME,EMP_VAR_RATE,CONS_PRICE_IDX,CONS_CONF_IDX,EURIBOR3M,NUM_EMPLOYEES,Y,EDU_ENCODED
1220,56,UNEMPLOYED,DIVORCED,UNIVERSITY DEGREE,UNKNOWN,YES,NO,TELEPHONE,5,FRI,98.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
1221,42,TECHNICIAN,SINGLE,HIGH SCHOOL,UNKNOWN,YES,NO,TELEPHONE,5,WED,617.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
1222,30,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,7,WED,63.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,5
1223,56,HOUSEMAID,DIVORCED,BASIC 4Y,UNKNOWN,YES,NO,TELEPHONE,6,TUE,77.0,5.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,1
1224,35,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,UNKNOWN,UNKNOWN,CELLULAR,8,FRI,61.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,4
1225,39,SERVICES,SINGLE,HIGH SCHOOL,UNKNOWN,NO,NO,TELEPHONE,5,THU,206.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,4
1226,49,UNEMPLOYED,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,MON,96.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.354,5099.1,0,4
1227,30,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,FRI,129.0,2.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,5
1228,39,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,TUE,979.0,9.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,5
1229,32,TECHNICIAN,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,7,THU,119.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,5
1230,59,ADMIN ,DIVORCED,HIGH SCHOOL,UNKNOWN,NO,YES,CELLULAR,7,MON,630.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,1,4
1231,38,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,UNKNOWN,UNKNOWN,CELLULAR,8,TUE,234.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.966,5228.1,0,4
1232,49,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,CELLULAR,7,FRI,354.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,6
1233,28,ADMIN ,MARRIED,HIGH SCHOOL,NO,UNKNOWN,UNKNOWN,CELLULAR,7,TUE,502.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,4
1234,39,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,5,TUE,451.0,4.0,3,1,SUCCESS,-1.8,92.89299999999999,-46.2,1.291,5099.1,0,4
1235,37,BLUE COLLAR,MARRIED,BASIC 6Y,NO,UNKNOWN,UNKNOWN,CELLULAR,10,FRI,93.0,1.0,999,0,NONEXISTENT,-3.4,92.431,-26.9,0.73,5017.5,0,2
1236,51,SERVICES,MARRIED,BASIC 9Y,NO,YES,NO,TELEPHONE,6,FRI,250.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,3
1237,31,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,NO,YES,TELEPHONE,5,FRI,241.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,1
1238,59,TECHNICIAN,DIVORCED,BASIC 9Y,NO,YES,NO,CELLULAR,7,WED,142.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,3
1239,46,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,TUE,304.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
1240,36,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,NO,NO,TELEPHONE,5,TUE,296.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,3
1241,28,MANAGEMENT,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,THU,651.0,5.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.958,5228.1,1,5
1242,31,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,THU,102.0,4.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,5
1243,26,SERVICES,SINGLE,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,TUE,188.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
1244,36,BLUE COLLAR,SINGLE,BASIC 9Y,UNKNOWN,YES,NO,CELLULAR,7,MON,221.0,8.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.96,5228.1,0,3
1245,50,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,THU,57.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
1246,41,UNEMPLOYED,MARRIED,BASIC 9Y,NO,YES,NO,CELLULAR,4,MON,263.0,1.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.466,5099.1,0,3
1247,50,SELF EMPLOYED,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,7,THU,73.0,7.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,6
1248,32,BLUE COLLAR,SINGLE,HIGH SCHOOL,NO,NO,YES,CELLULAR,5,WED,204.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,4
1249,56,SELF EMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,4,MON,83.0,3.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,5
1250,42,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,5,TUE,111.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,4
1251,38,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,UNKNOWN,NO,NO,TELEPHONE,5,MON,407.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,6
1252,36,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,MON,12.0,5.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.244,5099.1,0,5
1253,45,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,TELEPHONE,6,MON,134.0,8.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.865,5228.1,0,2
1254,52,RETIRED,MARRIED,BASIC 4Y,UNKNOWN,UNKNOWN,UNKNOWN,CELLULAR,7,THU,143.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1
1255,55,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,TUE,126.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,5
1256,38,SELF EMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,THU,238.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,5
1257,71,RETIRED,MARRIED,BASIC 4Y,NO,YES,YES,CELLULAR,10,TUE,120.0,1.0,6,1,SUCCESS,-3.4,92.431,-26.9,0.728,5017.5,0,1
1258,22,SERVICES,SINGLE,BASIC 4Y,NO,NO,NO,TELEPHONE,5,WED,91.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.8580000000000005,5191.0,0,1
1259,30,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,FRI,331.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.021,5195.8,1,5
1260,78,RETIRED,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,5,MON,754.0,2.0,3,2,FAILURE,-1.8,92.89299999999999,-46.2,1.264,5099.1,0,4
1261,30,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,WED,589.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,5
1262,51,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,CELLULAR,4,WED,89.0,2.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.3719999999999999,5099.1,0,2
1263,35,MANAGEMENT,DIVORCED,UNIVERSITY DEGREE,NO,UNKNOWN,UNKNOWN,CELLULAR,8,MON,123.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
1264,26,STUDENT,SINGLE,UNKNOWN,NO,YES,NO,CELLULAR,11,WED,92.0,2.0,999,0,NONEXISTENT,-3.4,92.649,-30.1,0.716,5017.5,0,-1
1265,34,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,6,FRI,9.0,14.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,4
1266,49,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,87.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,0,5
1267,50,BLUE COLLAR,DIVORCED,BASIC 4Y,NO,NO,NO,CELLULAR,7,THU,150.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,1
1268,51,ENTREPRENEURS,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,WED,98.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,5
1269,57,RETIRED,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,WED,187.0,1.0,999,1,FAILURE,-2.9,92.20100000000001,-31.4,0.8340000000000001,5076.2,0,5
1270,33,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,MON,76.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,5
1271,35,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,WED,41.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,5
1272,37,ADMIN ,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,THU,609.0,2.0,7,3,SUCCESS,-1.7,94.215,-40.3,0.782,4991.6,1,4
1273,39,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,WED,514.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.12,5195.8,0,5
1274,39,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,TUE,919.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
1275,20,STUDENT,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,11,WED,187.0,2.0,999,0,NONEXISTENT,-3.4,92.649,-30.1,0.715,5017.5,0,4
1276,55,BLUE COLLAR,MARRIED,PROFESSIONAL COURSE,UNKNOWN,YES,NO,TELEPHONE,5,FRI,530.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,6
1277,27,STUDENT,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,11,THU,72.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.245,5195.8,0,6
1278,33,ADMIN ,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,FRI,595.0,2.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.957,5228.1,0,4
1279,24,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,NO,TELEPHONE,5,THU,226.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,3
1280,39,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,MON,168.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
1281,55,BLUE COLLAR,MARRIED,BASIC 9Y,NO,YES,YES,CELLULAR,8,THU,142.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,3
1282,35,UNKNOWN,MARRIED,BASIC 9Y,NO,NO,NO,TELEPHONE,5,THU,108.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,3
1283,55,RETIRED,DIVORCED,BASIC 4Y,UNKNOWN,NO,NO,CELLULAR,5,WED,526.0,4.0,999,1,FAILURE,-1.8,92.89299999999999,-46.2,1.281,5099.1,1,1
1284,42,SELF EMPLOYED,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,TUE,83.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,4
1285,50,SELF EMPLOYED,DIVORCED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,11,THU,59.0,4.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
1286,39,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,5,FRI,53.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.3130000000000002,5099.1,0,5
1287,40,SERVICES,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,WED,197.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.334,5099.1,0,4
1288,51,SERVICES,SINGLE,HIGH SCHOOL,UNKNOWN,NO,NO,TELEPHONE,6,MON,329.0,3.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,4
1289,59,RETIRED,UNKNOWN,UNIVERSITY DEGREE,UNKNOWN,NO,NO,TELEPHONE,5,TUE,253.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
1290,54,TECHNICIAN,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,4,MON,58.0,3.0,999,2,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,4
1291,42,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,UNKNOWN,YES,NO,CELLULAR,8,THU,109.0,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.968,5228.1,0,5
1292,33,TECHNICIAN,DIVORCED,PROFESSIONAL COURSE,NO,YES,YES,CELLULAR,8,MON,679.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.97,5228.1,0,6
1293,26,ADMIN ,SINGLE,BASIC 4Y,NO,YES,YES,TELEPHONE,6,TUE,68.0,6.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,1
1294,27,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,4,MON,54.0,1.0,999,0,NONEXISTENT,-1.8,93.075,-47.1,1.392,5099.1,0,5
1295,30,TECHNICIAN,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,8,THU,230.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,4
1296,42,SELF EMPLOYED,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,11,THU,77.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4
1297,53,UNEMPLOYED,MARRIED,UNIVERSITY DEGREE,NO,UNKNOWN,UNKNOWN,CELLULAR,11,MON,126.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,5
1298,36,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,UNKNOWN,UNKNOWN,CELLULAR,9,WED,331.0,1.0,6,4,FAILURE,-1.1,94.199,-37.5,0.8759999999999999,4963.6,1,5
1299,29,MANAGEMENT,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,139.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,5
1300,45,SERVICES,MARRIED,PROFESSIONAL COURSE,NO,UNKNOWN,UNKNOWN,CELLULAR,8,FRI,133.0,3.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,6
1301,35,SERVICES,SINGLE,BASIC 9Y,NO,NO,NO,CELLULAR,7,FRI,102.0,5.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.962,5228.1,0,3
1302,33,BLUE COLLAR,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,3,TUE,494.0,1.0,999,0,NONEXISTENT,-1.8,92.84299999999999,-50.0,1.51,5099.1,0,4
1303,38,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,TUE,19.0,11.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,5
1304,29,BLUE COLLAR,MARRIED,BASIC 6Y,NO,NO,YES,TELEPHONE,5,WED,168.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,2
1305,32,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,YES,TELEPHONE,4,MON,24.0,1.0,999,2,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,4
1306,34,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,UNKNOWN,UNKNOWN,CELLULAR,5,THU,35.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.327,5099.1,0,6
1307,36,BLUE COLLAR,MARRIED,HIGH SCHOOL,NO,YES,NO,CELLULAR,12,THU,234.0,1.0,999,0,NONEXISTENT,-0.2,92.756,-45.9,3.3289999999999997,5176.3,0,4
1308,51,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,6,WED,16.0,17.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.962,5228.1,0,5
1309,34,BLUE COLLAR,MARRIED,BASIC 4Y,NO,NO,YES,TELEPHONE,5,THU,23.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.86,5191.0,0,1
1310,50,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,9,WED,1353.0,2.0,999,0,NONEXISTENT,-3.4,92.37899999999999,-29.8,0.7490000000000001,5017.5,0,5
1311,54,BLUE COLLAR,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,CELLULAR,8,THU,65.0,6.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,1
1312,53,MANAGEMENT,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,8,THU,88.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.962,5228.1,0,5
1313,52,BLUE COLLAR,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,5,TUE,57.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.344,5099.1,0,4
1314,71,RETIRED,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,9,MON,363.0,1.0,999,0,NONEXISTENT,-1.1,94.199,-37.5,0.879,4963.6,1,4
1315,52,RETIRED,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,TELEPHONE,11,MON,215.0,3.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,5
1316,53,TECHNICIAN,MARRIED,PROFESSIONAL COURSE,NO,NO,NO,TELEPHONE,5,TUE,332.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,6
1317,36,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,11,THU,287.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,5
1318,43,ADMIN ,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,THU,67.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.855,5191.0,0,4
1319,31,TECHNICIAN,SINGLE,PROFESSIONAL COURSE,NO,NO,NO,CELLULAR,8,MON,122.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.965,5228.1,0,6
1320,58,ADMIN ,SINGLE,UNIVERSITY DEGREE,NO,NO,NO,TELEPHONE,5,MON,1234.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,1,5
1321,46,TECHNICIAN,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,7,THU,124.0,3.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,5
1322,38,BLUE COLLAR,MARRIED,BASIC 6Y,UNKNOWN,NO,NO,CELLULAR,7,THU,456.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,2
1323,34,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,NO,NO,CELLULAR,5,WED,329.0,1.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.281,5099.1,0,5
1324,37,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,TELEPHONE,5,MON,58.0,3.0,999,0,NONEXISTENT,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0,4
1325,40,SELF EMPLOYED,SINGLE,UNIVERSITY DEGREE,NO,NO,YES,CELLULAR,6,WED,54.0,4.0,999,0,NONEXISTENT,-2.9,92.963,-40.8,1.244,5076.2,0,5
1326,42,BLUE COLLAR,DIVORCED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,6,TUE,256.0,1.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.961,5228.1,0,4
1327,40,TECHNICIAN,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,FRI,85.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
1328,27,UNEMPLOYED,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,6,FRI,23.0,13.0,999,0,NONEXISTENT,1.4,94.465,-41.8,4.959,5228.1,0,4
1329,57,UNKNOWN,MARRIED,UNKNOWN,UNKNOWN,YES,NO,TELEPHONE,5,MON,48.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,-1
1330,45,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,4,MON,79.0,1.0,999,1,FAILURE,-1.8,93.075,-47.1,1.405,5099.1,0,4
1331,46,ADMIN ,DIVORCED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,11,WED,184.0,2.0,999,1,FAILURE,-0.1,93.2,-42.0,4.12,5195.8,0,5
1332,47,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,YES,CELLULAR,7,WED,129.0,3.0,999,2,FAILURE,-1.7,94.215,-40.3,0.8959999999999999,4991.6,0,5
1333,56,RETIRED,MARRIED,BASIC 4Y,UNKNOWN,NO,NO,CELLULAR,8,WED,687.0,2.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,1
1334,32,ENTREPRENEURS,MARRIED,HIGH SCHOOL,NO,YES,NO,TELEPHONE,5,MON,314.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
1335,54,SERVICES,MARRIED,UNKNOWN,NO,NO,NO,TELEPHONE,5,TUE,192.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.856,5191.0,0,-1
1336,58,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,CELLULAR,8,FRI,155.0,5.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,4
1337,30,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,THU,123.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,5
1338,39,BLUE COLLAR,MARRIED,BASIC 6Y,UNKNOWN,NO,YES,CELLULAR,7,THU,122.0,1.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.963,5228.1,0,2
1339,41,SERVICES,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,11,THU,255.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0,4
1340,32,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,CELLULAR,8,WED,428.0,4.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.9639999999999995,5228.1,0,5
1341,32,SERVICES,MARRIED,HIGH SCHOOL,NO,NO,NO,TELEPHONE,5,TUE,181.0,1.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,4
1342,29,MANAGEMENT,SINGLE,UNIVERSITY DEGREE,NO,YES,YES,TELEPHONE,5,MON,207.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,5
1343,43,MANAGEMENT,DIVORCED,HIGH SCHOOL,NO,YES,NO,CELLULAR,11,MON,488.0,2.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.191,5195.8,0,4
1344,41,SERVICES,DIVORCED,BASIC 9Y,NO,YES,NO,TELEPHONE,5,WED,189.0,3.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.857,5191.0,0,3
1345,30,ADMIN ,MARRIED,UNIVERSITY DEGREE,NO,YES,NO,TELEPHONE,5,FRI,355.0,2.0,999,0,NONEXISTENT,1.1,93.994,-36.4,4.859,5191.0,0,5
1346,28,SERVICES,MARRIED,HIGH SCHOOL,NO,UNKNOWN,UNKNOWN,CELLULAR,7,THU,81.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.968,5228.1,0,4
1347,35,ADMIN ,SINGLE,HIGH SCHOOL,NO,YES,NO,CELLULAR,11,TUE,106.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0,4
1348,44,BLUE COLLAR,MARRIED,BASIC 6Y,NO,YES,NO,TELEPHONE,9,THU,10.0,1.0,999,0,NONEXISTENT,-1.1,94.199,-37.5,0.884,4963.6,0,2
1349,25,BLUE COLLAR,MARRIED,HIGH SCHOOL,UNKNOWN,YES,NO,CELLULAR,7,TUE,94.0,4.0,999,0,NONEXISTENT,1.4,93.91799999999999,-42.7,4.961,5228.1,0,4
1350,47,BLUE COLLAR,MARRIED,BASIC 9Y,UNKNOWN,YES,NO,CELLULAR,8,TUE,118.0,1.0,999,0,NONEXISTENT,1.4,93.444,-36.1,4.963,5228.1,0,3
1351,32,UNEMPLOYED,MARRIED,PROFESSIONAL COURSE,NO,YES,NO,TELEPHONE,11,TUE,486.0,1.0,999,0,NONEXISTENT,-0.1,93.2,-42.0,4.343,5195.8,1,6
1352,26,STUDENT,SINGLE,HIGH SCHOOL,NO,NO,NO,CELLULAR,7,TUE,235.0,1.0,999,1,FAILURE,-1.7,94.215,-40.3,0.893,4991.6,0,4
